8,8,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,8,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,8,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,8,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8,8,8,4,3,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0
8,8,8,6,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8,8,8,6,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1
8,8,8,6,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1
8,8,8,6,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1
8,8,8,6,4,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1
8,8,8,6,4,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1
8,8,8,6,4,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1
8,8,8,6,4,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1
8,8,8,6,4,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1
8,8,8,6,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
8,8,8,6,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
8,8,8,6,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
8,8,8,6,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
8,8,8,6,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
8,8,8,6,6,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
8,8,8,6,6,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
8,8,8,6,6,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
8,8,8,6,6,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
8,8,8,6,6,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
8,8,8,6,6,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
8,8,8,6,6,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
8,8,8,6,6,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
8,8,8,6,6,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
8,8,8,6,6,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
8,8,8,6,6,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
8,8,8,6,6,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
8,8,8,6,6,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
8,8,8,6,6,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3
8,8,8,6,6,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3
