0.073665,0.073665,0.073665,0.073663,0.073663,0.073663,0.073663,0.073663,0.073663,0.073663,0.073663,0.073663,0.073663,0.073663,0.073663,0.073663,0.073663,0.073663,0.073663,0.073663
0.073629,0.073629,0.073629,0.082345,0.082345,0.082345,0.082345,0.082345,0.082345,0.082345,0.082345,0.082345,0.082345,0.082345,0.082345,0.082345,0.082345,0.082345,0.082345,0.082345
0.073415,0.073415,0.073415,0.077008,0.077009,0.077008,0.077008,0.077008,0.077008,0.077008,0.077008,0.077008,0.077008,0.077008,0.077008,0.077008,0.077008,0.077008,0.077008,0.077008
0.073024,0.073024,0.073024,0.21823,0.21822,0.21823,0.21823,0.21823,0.21823,0.21823,0.21823,0.21823,0.21823,0.21823,0.21823,0.21823,0.21823,0.21823,0.21823,0.21823
0.072436,0.072436,0.072436,0.057575,0.057576,0.05768,0.057575,0.057575,0.057575,0.057575,0.057575,0.057575,0.057575,0.057575,0.057575,0.057575,0.057575,0.057575,0.057575,0.057575
0.071652,0.071652,0.071652,0.013985,0.013985,0.014003,0.014202,0.014948,0.013985,0.013985,0.013985,0.013985,0.013985,0.013985,0.013985,0.013985,0.013985,0.013985,0.013985,0.013985
0.070672,0.070672,0.070672,0.0054825,0.0054825,0.005489,0.005561,0.0058289,0.0063644,0.007104,0.0079204,0.0094182,0.0054825,0.0054825,0.0054825,0.0054825,0.0054825,0.0054825,0.0054825,0.0054825
0.069496,0.069496,0.069496,0.069496,0.0025839,0.0025869,0.0026201,0.0027432,0.002988,0.0033233,0.0036896,0.0043514,0.0048404,0.0051814,0.0054206,0.0055933,0.0057169,0.0058148,0.0058875,0.0059568
0.068124,0.068124,0.068124,0.068124,0.0013498,0.0013513,0.0013686,0.0014327,0.0015599,0.0017333,0.001922,0.0022606,0.0025089,0.0026812,0.0028021,0.0028872,0.0029532,0.0030051,0.0030387,0.003072
0.066555,0.066555,0.066555,0.066555,0.00075216,0.00075303,0.00076276,0.00079878,0.00087015,0.00096733,0.0010728,0.0012614,0.0013992,0.0014946,0.001563,0.0016081,0.0016535,0.0016698,0.0017775,0.0017367
0.064791,0.064791,0.064791,0.064791,0.00043657,0.0004371,0.00044285,0.00046416,0.00050637,0.00056377,0.00062598,0.00073704,0.00081804,0.00087398,0.00091393,0.00094047,0.00096355,0.00097701,0.0010001,0.001004
0.06283,0.06283,0.06283,0.06283,0.00025913,0.00025945,0.00026298,0.00027606,0.00030193,0.00033712,0.0003752,0.00044313,0.00049261,0.00052676,0.0005513,0.00056721,0.00058112,0.00059057,0.00060412,0.00060462
